,,APC,APC,APC,APC,APC,APC,APC,AXIN1,AXIN1,AXIN1,AXIN1,AXIN1,AXIN1,AXIN1,BIRC5,BIRC5,BIRC5,BIRC5,BIRC5,BIRC5,BIRC5,CCNA1,CCNA1,CCNA1,CCNA1,CCNA1,CCNA1,CCNA1,CCNA2,CCNA2,CCNA2,CCNA2,CCNA2,CCNA2,CCNA2,CCND2,CCND2,CCND2,CCND2,CCND2,CCND2,CCND2,CCND3,CCND3,CCND3,CCND3,CCND3,CCND3,CCND3,CCNE1,CCNE1,CCNE1,CCNE1,CCNE1,CCNE1,CCNE1,CCNE2,CCNE2,CCNE2,CCNE2,CCNE2,CCNE2,CCNE2,CD44,CD44,CD44,CD44,CD44,CD44,CD44,DKK1,DKK1,DKK1,DKK1,DKK1,DKK1,DKK1,DKK4,DKK4,DKK4,DKK4,DKK4,DKK4,DKK4,ICAM1,ICAM1,ICAM1,ICAM1,ICAM1,ICAM1,ICAM1,JUNB,JUNB,JUNB,JUNB,JUNB,JUNB,JUNB,MMP2,MMP2,MMP2,MMP2,MMP2,MMP2,MMP2,MMP7,MMP7,MMP7,MMP7,MMP7,MMP7,MMP7,MMP9,MMP9,MMP9,MMP9,MMP9,MMP9,MMP9,MYC,MYC,MYC,MYC,MYC,MYC,MYC,NANOG,NANOG,NANOG,NANOG,NANOG,NANOG,NANOG,PARP1,PARP1,PARP1,PARP1,PARP1,PARP1,PARP1,RYK,RYK,RYK,RYK,RYK,RYK,RYK,SFRP4,SFRP4,SFRP4,SFRP4,SFRP4,SFRP4,SFRP4,VEGFA,VEGFA,VEGFA,VEGFA,VEGFA,VEGFA,VEGFA,WNT2,WNT2,WNT2,WNT2,WNT2,WNT2,WNT2,CDC45,CDC45,CDC45,CDC45,CDC45,CDC45,CDC45,CDC6,CDC6,CDC6,CDC6,CDC6,CDC6,CDC6,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CDC7,CK2,CK2,CK2,CK2,CK2,CK2,CK2,DLL1,DLL1,DLL1,DLL1,DLL1,DLL1,DLL1,DLL3,DLL3,DLL3,DLL3,DLL3,DLL3,DLL3,JAG1,JAG1,JAG1,JAG1,JAG1,JAG1,JAG1,BMP2,BMP2,BMP2,BMP2,BMP2,BMP2,BMP2,BMPR1A,BMPR1A,BMPR1A,BMPR1A,BMPR1A,BMPR1A,BMPR1A,BMPR1B,BMPR1B,BMPR1B,BMPR1B,BMPR1B,BMPR1B,BMPR1B,LEF1,LEF1,LEF1,LEF1,LEF1,LEF1,LEF1,RUNX1,RUNX1,RUNX1,RUNX1,RUNX1,RUNX1,RUNX1,RUNX1T1,RUNX1T1,RUNX1T1,RUNX1T1,RUNX1T1,RUNX1T1,RUNX1T1,RUNX2,RUNX2,RUNX2,RUNX2,RUNX2,RUNX2,RUNX2,SNAIL1,SNAIL1,SNAIL1,SNAIL1,SNAIL1,SNAIL1,SNAIL1,TCF3,TCF3,TCF3,TCF3,TCF3,TCF3,TCF3,TCF4,TCF4,TCF4,TCF4,TCF4,TCF4,TCF4,TCF7,TCF7,TCF7,TCF7,TCF7,TCF7,TCF7,TLE1,TLE1,TLE1,TLE1,TLE1,TLE1,TLE1,TLE2,TLE2,TLE2,TLE2,TLE2,TLE2,TLE2,TLE3,TLE3,TLE3,TLE3,TLE3,TLE3,TLE3,TLE4,TLE4,TLE4,TLE4,TLE4,TLE4,TLE4,CCND1,CCND1,CCND1,CCND1,CCND1,CCND1,CCND1,CCNB1,CCNB1,CCNB1,CCNB1,CCNB1,CCNB1,CCNB1,CCNB2,CCNB2,CCNB2,CCNB2,CCNB2,CCNB2,CCNB2,FOXM1,FOXM1,FOXM1,FOXM1,FOXM1,FOXM1,FOXM1,CXCR4,CXCR4,CXCR4,CXCR4,CXCR4,CXCR4,CXCR4,CDC25C,CDC25C,CDC25C,CDC25C,CDC25C,CDC25C,CDC25C
,,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max,count,mean,std,min,50%,95%,max
Checkpoint,Bracket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12M,0.1-1%,3.0,0.831692,0.32562470772501284,0.643573,0.643812,1.1513031,1.207691,3.0,0.8361611333333333,0.14133519183033447,0.73296471,0.77826729,0.975352989,0.9972514,3.0,26.286479999999997,18.303685372320512,14.9056,16.55351,44.315647999999996,47.40033,3.0,0.9164819999999999,0.6640791944798452,0.342622,0.762941,1.5557888,1.643883,3.0,10.016151666666667,6.6675494564913675,5.567045,6.79917,16.593933,17.68224,3.0,1.9203536666666665,2.1969519379063196,0.000183,1.444714,4.029019,4.316164,3.0,0.6346326666666667,0.21638641783932128,0.3976,0.684704,0.807905,0.821594,3.0,12.034695999999999,4.253073840368634,9.153998,10.03051,16.230673,16.91958,3.0,10.179931,4.947041408010752,4.577023,12.01765,13.752373,13.94512,3.0,1.1510193333333332,0.12873770086627045,1.067767,1.085991,1.2779691,1.2993,3.0,9.134333333333335e+195,inf,7.04974e+97,4.856e+195,2.0777899999999998e+196,2.2547e+196,3.0,9.023533333333334e+146,5.437820719123916e+146,3.5944000000000003e+146,9.006200000000001e+146,1.392362e+147,1.447e+147,3.0,2.0653289999999997,2.016157254391631,0.273185,1.674523,3.9909034,4.248279,3.0,3.328573,2.4308936123390925,0.715232,3.748068,5.3449839,5.522419,3.0,751.7916933333332,729.7645034976175,182.92148,497.8531,1466.9257599999999,1574.6005,3.0,53.915459999999996,34.553964981979995,22.66483,48.05764,86.727283,91.02391,3.0,0.17378433333333332,0.16068393456202562,0.051919,0.113552,0.33164899999999997,0.355882,3.0,2.481733666666667,2.1074433761563642,0.746203,1.872249,4.531299000000001,4.826749,3.0,8.108103333333334,7.118992876027714,0.22237,10.04063,13.659241999999999,14.06131,3.0,1.481412,0.654575001568957,1.007874,1.207995,2.1263297999999997,2.228367,3.0,1.6506196666666666,0.5277020961350575,1.041329,1.948695,1.9605210000000002,1.961835,3.0,1.2439233333333333e+196,inf,1.6899e+195,8.8378e+195,2.499478e+196,2.679e+196,3.0,7.003613333333333,4.60938405915306,2.005121,7.919279,10.769723899999999,11.08644,3.0,6.505666666666667e+291,inf,3.0738441,4.875957,1.7565299999999998e+292,1.9517e+292,3.0,33.92370233333333,30.959276681228623,0.004557,41.10598,58.705110999999995,60.66057,3.0,16.020425666666668,15.927143767107973,0.002927,16.2027,30.290354999999998,31.85565,3.0,32.692859000000006,55.357060037450715,0.31837,1.148317,87.06553269999999,96.61189,3.0,4.84215,6.046549387353088,0.25808,2.57343,10.782789000000001,11.69494,3.0,5.6938043333333335,9.13766935432741,0.207002,0.632191,14.681217099999998,16.24222,3.0,1.4854543333333334,2.350406485211087,0.052978,0.205341,3.7987737,4.198044,3.0,4.093273223333334,4.516275510126599,9.67e-06,3.341577,8.3785674,8.938233,2.0,4.968363999999999,3.322680622659963,2.618874,4.968363999999999,7.082904999999999,7.317854,3.0,5.613361333333334,5.483955788842333,0.022418,5.833996,10.468702599999999,10.98367,2.0,14.402529999999999,5.37814104061989,10.59961,14.402529999999999,17.825158,18.20545,2.0,0.299386,0.015010462751028048,0.288772,0.299386,0.3089386,0.31,3.0,2.2982343333333337,2.0209440871526687,0.494461,1.917929,4.2258746,4.482313,2.0,6.140083000000001,4.3481622320757545,3.065468,6.140083000000001,8.9072365,9.214698,2.0,2.515721,2.15129460001414,0.994526,2.515721,3.8847964999999998,4.036916,2.0,10.614376499999999,3.426941396225576,8.191163,10.614376499999999,12.79526865,13.03759,3.0,9.700463666666666,11.675404769046782,0.591911,5.64714,21.14082,22.86234,3.0,0.5200946666666667,0.14745440502858279,0.395383,0.482061,0.6627621,0.68284,3.0,0.670036,0.5781444988071753,0.027815,0.833301,1.1174228999999998,1.148992,3.0,0.5832046666666667,0.4269480024597062,0.090623,0.811972,0.8435142999999999,0.847019,2.0,0.5128515,0.20013738202669684,0.371333,0.5128515,0.64021815,0.65437,3.0,0.3675793333333333,0.14203826418375204,0.273716,0.298033,0.5076934,0.530989,2.0,3.435836,2.0618908470280375,1.977859,3.435836,4.7480153,4.893813,3.0,3.5008877333333337,2.8615360384433695,0.3908624,4.0893626,5.829130639999999,6.0224382,3.0,10.595627,5.887837338406098,6.111819,8.411672,16.3782182,17.26339,3.0,12.642438666666665,15.77731565757703,1.583906,5.63355,28.202229,30.70986,3.0,19.982069999999997,7.02250106936268,14.17809,17.97989,26.807395999999997,27.78823,3.0,0.5290043333333334,0.3785392481425583,0.09474,0.703092,0.7805721,0.789181,3.0,13.966445666666667,5.874168291439762,8.101537,13.94797,19.259643999999998,19.84983
12M,<0.1%,13.0,0.9459725384615385,0.5579347551487861,0.429186,0.82653,1.8771015999999987,2.45746,13.0,2.0583131036153843,1.7268815942123517,1.51325e-98,2.0869547,4.735954199999997,6.0880122,13.0,28.730814307692306,15.041864098014178,9.747736,23.9117,49.894395999999965,64.26097,13.0,1.0711211538461538,1.3065912082198756,0.105505,0.512302,3.512314799999997,4.711914,13.0,8.145311461538459,3.3046915068905607,3.124623,7.811857,12.89744399999999,17.02863,13.0,2.936417230769231,2.028651761967956,3.5000000000000003e-102,3.279192,5.777986999999998,6.371477,13.0,1.1531799230769233,0.8722030382457268,0.389444,0.793408,2.627346399999998,3.405223,13.0,9.147857076923076,3.774162467684441,6.128555,8.024173,14.91735799999999,20.06825,13.0,7.539972923076923,2.889839800982097,1.519203,7.406701,11.4402,11.64558,13.0,1.0213889999999999,0.5692378399908952,0.332469,0.96947,1.8441103999999982,2.6282,13.0,1.4366507692307694e+196,inf,1.33231e-97,7.4423e+195,4.829519999999995e+196,7.2699e+196,13.0,1.1247623076923076e+147,1.0021794580492546e+147,2.2885999999999998e-145,1.1696e+147,2.5738199999999993e+147,3.0321e+147,13.0,3.781554923076923,5.769548076832788,3.1000000000000004e-195,1.901592,13.375284399999982,21.30403,13.0,2.081356923076923,1.2981353352504932,0.323056,1.875679,4.0451782,4.368817,13.0,352.24478138461535,360.8834751168572,18.52695,202.09759,1008.0509399999999,1122.2976,13.0,57.48290461538461,48.96140432432683,5.29e-97,38.92784,138.0207999999999,178.378,13.0,0.15487976923076924,0.1636269912530498,0.000821,0.099708,0.42602819999999975,0.528747,13.0,3.411497384615384,2.24322025764612,0.360721,3.18829,6.748146599999996,8.756322,13.0,8.228035153846154,12.978445495258873,0.493903,3.016463,28.353513999999954,47.76589,13.0,1.2631326923076922,1.0913168220295748,0.042941,1.065841,2.9239299999999973,4.028326,13.0,1.4665605384615386,0.7135310796691124,0.380893,1.584077,2.3827893999999996,2.477569,13.0,2.9317153846153845e+195,inf,2.04549e-97,1.091e+195,8.886119999999998e+195,1.0176e+196,13.0,9.931137615384614,7.400397003196568,2.47301,7.577497,24.292997999999997,25.30389,13.0,9.296779096923077,13.987523225391527,0.88913992,3.0071232,39.19204719999999,43.17148,13.0,53.07265923076923,21.90429776774011,14.32589,54.33978,83.138442,84.04662,13.0,20.64521123076923,8.625442731240382,6.347799,24.54895,29.321863999999998,30.23372,13.0,2.491350384615385,3.3644001719451304,0.240245,0.816635,8.525397599999991,12.31203,13.0,4.963445230769232,6.875890146829381,0.395261,1.736587,15.741759199999978,25.16822,13.0,22.305410153846154,32.57785221110331,0.110653,3.846628,85.29331199999999,87.6936,13.0,4.3056449230769225,7.333458170661466,0.311775,0.874302,16.142101199999978,26.46324,13.0,20.275110076923074,31.809504155418523,1.39815,14.85965,64.87656599999987,122.862,10.0,2.3490281,1.6574744167221842,0.257515,1.8286855000000002,5.183202,5.287089,13.0,10.790202230769232,14.799599597782404,0.660107,2.709923,35.92431399999997,50.68075,11.0,27.99230818181818,26.935888536027374,2.481259,19.74465,74.433075,84.27688,13.0,0.3330601538461539,0.16560519680898012,0.095839,0.298762,0.6151937999999998,0.703662,13.0,4.255774923076922,1.9973671051177375,2.213448,3.588011,8.361565,8.697103,6.0,25.721567166666663,49.99896093116995,0.119319,5.464821000000001,99.223665,127.0566,13.0,2.7094988461538465,1.3338858513923924,1.303194,2.63356,4.8348989999999965,6.097962,12.0,8.040400916666668,7.99799808695264,0.529877,4.4894775,21.091533499999997,23.15823,13.0,5.258641307692307,6.922792131549082,1.147853,3.563895,14.677911799999968,27.81731,13.0,0.7186655384615386,0.39620181494023454,0.271499,0.71039,1.3322605999999997,1.426334,13.0,1.2244754615384617,1.261929057376286,0.17236,0.725721,3.2929131999999965,4.769722,13.0,0.9167736153846154,1.0918057705296869,0.184146,0.526948,2.891984599999997,4.211951,12.0,0.7997149166666667,0.6800754156009542,0.145855,0.5474905,2.1328169,2.4415,13.0,1.0940559230769231,0.9829130900158011,0.063202,0.621738,2.7068201999999992,3.126366,13.0,3.375818307692307,6.150100453900088,0.097054,0.636629,13.43255219999998,21.72309,13.0,7.250426000000003,7.341736340057588,1.6929332,4.6846483,20.24722959999998,28.641022,13.0,8.76714353846154,7.646838339566497,2.774351,7.104498,19.863277999999973,31.63919,13.0,13.840243000000003,6.51029377002916,4.870931,13.08024,24.56279,25.58717,13.0,30.86777169230769,33.218718163443846,1.978622,21.8015,77.00420599999987,135.5771,13.0,0.43778599999999995,0.5422961709461291,0.063312,0.227149,1.285561399999998,2.085989,13.0,12.769146153846153,10.879133287028147,3.6e-293,12.95382,31.253619999999977,41.23597
12M,>1%,6.0,0.9614678333333334,0.7633639395345883,0.225459,0.791528,1.9684995,2.110925,6.0,0.7260075856666667,1.1726951109554271,1.0857e-196,0.349660355,2.4424717775,3.0800673,6.0,19.445508333333333,9.711831056430949,4.85481,22.785075,28.965235,30.07449,6.0,0.8426045000000001,0.6836524228541138,0.082426,0.8024260000000001,1.643959,1.744702,6.0,8.0320505,4.4344670201765055,2.096802,7.9407005,13.90735975,15.45131,6.0,1.0542975,1.1841667293544014,2.4999999999999996e-295,0.6459,2.586858,2.660166,6.0,0.4616306666666667,0.3332189590024353,0.006999,0.4586865,0.83241975,0.841485,6.0,6.0509675,3.561509305304522,0.048925,6.6211649999999995,9.70878675,10.14082,6.0,6.590417666666666,6.086371878074775,0.6501,6.0480295,15.11623175,17.44834,6.0,0.9079188333333333,0.7517335163735661,0.195772,0.600677,1.9393782499999999,2.03543,6.0,2.029196666666667e+196,inf,6.363700000000001e+195,1.3951000000000002e+196,3.95925e+196,4.0409e+196,6.0,2.3233666666666665e+146,3.6475566159645373e+146,3.0377e-146,2.1718e+49,7.4374e+146,7.904700000000001e+146,6.0,1.1938976666666667,1.7671173699856688,1.9999999999999998e-293,0.129767,3.6345885,3.817251,6.0,1.9585758333333334,1.3019714967713258,0.304524,2.030392,3.5330722499999996,3.720067,6.0,189.12497300000004,416.2776543906668,5.692e-195,26.579745000000003,789.4625870000001,1038.13,6.0,47.568459999999995,18.454807926324243,28.63331,46.514889999999994,72.1864625,77.77115,6.0,0.051984166666666665,0.0936251816541184,0.001278,0.018792,0.18802225,0.242126,6.0,1.3970878333333332,2.411365713888577,0.04915,0.3986095,4.966631,6.263383,6.0,6.0035704999999995,6.717159627325757,0.558771,3.2915,15.646257500000003,17.22443,6.0,0.3905505,0.41495832646556213,0.095857,0.25139900000000004,0.9999837500000001,1.200447,6.0,0.7352365,0.8928032713194435,0.021102,0.4265335,2.0555085,2.437731,6.0,1.9661833333333333e+195,inf,2.55839e-97,8.421500000000001e+194,5.36175e+195,5.6671e+195,6.0,5.714120833333333,8.037584685546708,0.73756,2.1213585000000004,17.816389750000003,21.53741,6.0,5.264005750000001,3.846615811448243,1.5297991,4.667052,10.661602075,11.821812,6.0,38.58494216666667,21.886691059067108,9.325003,47.961225,56.83659,56.98182,6.0,14.718902833333333,10.373551540371897,3.077097,13.82734,27.3130875,28.02711,6.0,6.4822155,6.769759308602774,0.679893,3.8006375,15.30458,15.71584,6.0,3.6328518333333335,3.906722531821446,0.888689,2.6232085,9.34438725,11.35758,6.0,22.868037166666667,14.234167264752069,4.225451,30.74485,33.7797925,34.28186,6.0,4.725559,6.328753602298321,0.355727,2.885801,13.942694499999998,17.38311,6.0,6.401335333333333,5.6337690578181725,1.051242,5.1240235,13.8761125,15.13032,2.0,1.3969075000000002,0.09913000676132325,1.326812,1.3969075000000002,1.45999345,1.467003,6.0,3.8328631666666673,2.8822929771007955,1.167026,3.5038505,7.888781000000001,8.975471,3.0,18.584709999999998,6.568457600510184,11.00248,22.21158,22.507221,22.54007,6.0,0.179208,0.07043054095206142,0.038482,0.2032605,0.2261125,0.231424,6.0,3.4166016666666663,1.216299393919222,2.173258,3.4178255,4.71592525,4.82367,3.0,3.0409876666666666,2.0277017265705854,0.804173,3.560171,4.6387742,4.758619,5.0,1.603658,1.1011337202678881,0.48533,1.152505,3.0642329999999998,3.349573,5.0,5.7111852,4.668880485286832,0.133834,8.090333,9.5766418,9.576689,6.0,3.5470486666666665,3.3122687233417922,1.048231,2.2452875,8.45979625,9.776693,6.0,0.5205151666666666,0.3413534737490841,0.156972,0.5497275,0.866385,0.886261,6.0,0.43924583333333334,0.29628116743621535,0.165449,0.363483,0.8435312500000001,0.899805,6.0,0.5518378333333334,0.37577450455687733,0.171469,0.4308725,1.04467175,1.080177,5.0,0.455778,0.2940922456245659,0.165614,0.457096,0.8099381999999999,0.858953,6.0,0.45053649999999995,0.35870087154549823,1.5e-294,0.4189495,0.88914475,0.918178,6.0,0.6167988333333333,0.8483843564694994,0.055853,0.236705,1.8961022499999998,2.250543,6.0,16.466360899999998,15.712298775274762,0.8773324,12.8773063,35.640227749999994,35.989909,6.0,6.2392259999999995,4.754201362149778,0.119349,6.8648685,10.9580375,11.10087,6.0,31.9597,58.72424859700717,0.534077,11.5001145,116.89841000000001,151.3496,6.0,11.985069000000001,12.486805299340453,2.090928,6.120166,29.362225,31.16602,6.0,0.13176416666666665,0.13457784724005162,0.017337,0.0938725,0.32728399999999996,0.376478,6.0,9.6669,8.308070205280526,5.3000000000000003e-197,8.8406025,19.911212499999998,21.60082
18M,0.1-1%,4.0,1.1893427500000002,0.7370235539548584,0.308144,1.169151,1.9754398999999996,2.110925,4.0,1.1454362775,1.3055848662921206,0.23902789,0.6313249599999999,2.7280019114999994,3.0800673,4.0,25.591904999999997,17.386623600054342,4.85481,25.056240000000003,44.13590099999999,47.40033,4.0,0.85614175,0.574029506902665,0.082426,1.0002055,1.326091,1.34173,4.0,8.91511075,6.461733826996764,2.096802,7.9407005,16.232219999999995,17.68224,4.0,0.6841285,0.636835336696753,2.4999999999999996e-295,0.6459,1.3682666499999998,1.444714,4.0,0.59409425,0.2912820479791309,0.198703,0.67804,0.8191385000000001,0.821594,4.0,8.65573825,5.659211695797238,4.461043,6.6211649999999995,15.521576699999995,16.91958,4.0,7.296205499999999,5.469320070878799,0.6501,7.294801,13.071338049999996,13.94512,4.0,1.2840945,0.7270022502819369,0.363734,1.368607,1.97779895,2.03543,4.0,8.566425e+195,inf,7.04974e+97,1.008185e+196,1.40567e+196,1.4102000000000001e+196,4.0,4.38365e+146,3.413976391736377e+146,7.4045e-146,4.8149500000000005e+146,7.62432e+146,7.904700000000001e+146,4.0,2.78803275,1.9195380461413756,3.6999999999999995e-99,3.4519260000000003,4.1836248000000005,4.248279,4.0,3.13882275,1.6499277764284868,2.02,2.506436,5.139869349999999,5.522419,4.0,397.28564750000004,481.54969445594196,22.75249,264.13005,957.0884649999999,1038.13,4.0,39.8752825,16.64226027691626,22.66483,40.70195,55.033128500000004,55.4324,4.0,0.161446,0.16549488801974116,0.022065,0.1339185,0.33881859999999997,0.355882,4.0,2.97183775,3.0306877740567266,0.262169,2.6808995,6.047887899999999,6.263383,4.0,5.30077025,6.0796456473447185,0.558771,3.2915,12.646477899999997,14.06131,4.0,0.73816075,0.5479897577378461,0.145607,0.7995205000000001,1.2068628,1.207995,4.0,1.2941150000000001,1.0702952572236006,0.190678,1.2740255,2.3643756,2.437731,4.0,4.0473000000000004e+195,inf,4.2118e-97,3.6757e+195,8.362194999999999e+195,8.8378e+195,4.0,10.097722000000001,8.649091619807752,1.113709,8.8698845,19.969764499999997,21.53741,4.0,4.9862288,4.808667569907297,1.5297991,3.2966520499999996,10.779933749999998,11.821812,4.0,28.10558425,26.1284159570333,0.004557,28.00844,54.41137499999999,56.4009,4.0,11.33851425,11.373659134128246,0.002927,10.090055,23.764856999999996,25.17102,4.0,28.047017000000004,46.13909308310983,0.679893,7.4481425,84.23072649999997,96.61189,4.0,4.457511500000001,4.894774347664422,0.888689,2.6232085,10.352627049999997,11.69494,4.0,17.05504825,17.215543988429882,0.207002,17.8698005,32.159674,32.27359,4.0,1.5450767499999998,1.6253651345605136,0.052978,1.3271994999999999,3.2967912999999993,3.47293,4.0,6.2425539175,6.8343924504234,9.67e-06,4.919943,14.057017949999997,15.13032,2.0,4.392428499999999,4.137176417812093,1.467003,4.392428499999999,7.025311449999999,7.317854,4.0,5.180287,4.13701290308414,1.21827,4.2596039999999995,10.030426149999998,10.98367,2.0,20.208515,2.8327616893148653,18.20545,20.208515,22.0112735,22.21158,4.0,0.22126875,0.04586190334307985,0.188643,0.20383,0.2769828999999999,0.288772,4.0,3.9740965000000004,1.1527029668260886,2.27434,4.3991880000000005,4.77246645,4.82367,2.0,5.0094355,5.947139260838988,0.804173,5.0094355,8.79417175,9.214698,4.0,2.61546675,1.3139473785907803,1.152505,2.636223,3.9338145499999992,4.036916,4.0,8.34233725,5.046812595878999,1.178617,9.576571000000001,12.51845485,13.03759,4.0,3.27747925,2.130537152952963,1.457687,3.002545,5.476434899999999,5.64714,4.0,0.7188822500000001,0.21988395786774287,0.395383,0.7969425,0.8743353999999999,0.886261,4.0,0.637667,0.37630220184846114,0.287224,0.557226,1.0778496999999998,1.148992,4.0,0.633988,0.3033369684470831,0.25948,0.669158,0.9192284,0.938156,3.0,0.4838656666666667,0.2610422020561682,0.183348,0.613879,0.6503209,0.65437,4.0,0.5427332500000001,0.1833377753735347,0.381447,0.4937205,0.7613866,0.802045,4.0,2.0534375,2.073438040356242,0.236614,1.5416615,4.497322499999999,4.893813,4.0,3.8193759999999997,3.5492823103492266,0.8773324,2.8372450000000002,8.030233749999999,8.7256816,4.0,7.2213797500000005,7.84037937702551,0.119349,5.75139,16.1059195,17.26339,4.0,12.02955775,13.651467019859131,0.534077,8.437147,28.135106999999994,30.70986,4.0,14.490320749999999,13.243246884305156,2.462294,13.8553795,27.212621499999997,27.78823,4.0,0.31915225,0.29509026336628486,0.017337,0.27809,0.6540999,0.703092,4.0,9.36120875,9.06829494071182,5.3000000000000003e-197,8.7975025,18.930058499999998,19.84983
