,APC,AXIN1,BIRC5,CCNA1,CCNA2,CCND2,CCND3,CCNE1,CCNE2,CD44,DKK1,DKK4,ICAM1,JUNB,MMP2,MMP7,MMP9,MYC,NANOG,PARP1,RYK,SFRP4,VEGFA,WNT2,CDC45,CDC6,CDC7,CK2,DLL1,DLL3,JAG1,BMP2,BMPR1A,BMPR1B,LEF1,RUNX1,RUNX1T1,RUNX2,SNAIL1,TCF3,TCF4,TCF7, TLE1,TLE2,TLE3,TLE4,CCND1,CCNB1,CCNB2,FOXM1,CXCR4,CDC25C
RUNX1,-0.307569968,-0.084451173,-0.372753108,0.121475956,-0.12302763,-0.241098601,0.233763567,0.569168987,-0.293749541,0.083420376,0.174200426,0.179662011,0.078437561,0.800074661,-0.153057486,-0.076423074,-0.182236006,-0.177136443,-0.297832141,-0.340343439,-0.064499241,-0.283270696,0.847689132,-0.058197687,-0.405294017,-0.445636869,0.97039107,-0.273315986,0.876384708,-0.270820071,-0.239419458,0.980249152,0.53083017,0.963356341,0.414548773,1,-0.35581853,0.453636395,-0.006110266,0.94772841,0.961054974,0.597535233,-0.029933081,0.492513441,0.523353548,0.991236712,-0.132035029,-0.117649227,-0.084485856,0.113260377,0.224385536,-0.138521331
RUNX1T1,-0.016903173,-0.074794906,0.154292318,0.069865536,-0.16665248,0.050635606,-0.1569095,-0.213002043,-0.078034471,0.139241205,-0.212993027,-0.030781278,-0.072214693,0.099702112,0.066535917,0.250546437,0.010560523,-0.285351165,0.068378163,0.084967601,-0.141138893,0.415839461,-0.216865924,-0.12382395,-0.170594504,-0.123324035,-0.04871337,-0.253715827,-0.069842825,0.027409709,-0.242774656,-0.113669357,-0.162598213,-0.044115934,-0.216122825,-0.35581853,1,-0.105688393,-0.323480947,-0.423625614,-0.093700792,-0.136017931,0.6383232,0.07082199,-0.478002883,-0.254780065,-0.183036378,-0.269819558,-0.212619847,0.022121192,0.200430708,-0.143885941
RUNX2,0.051124346,0.124669548,-0.199864407,-0.055256239,-0.27355319,0.044167739,0.20952509,0.187359003,-0.361966055,0.249854836,-0.289432831,0.188119781,0.486792791,0.388630962,0.053528783,0.069548241,-0.209188946,-0.153495713,0.259175513,-0.274123276,-0.230437043,0.089759875,0.510420473,0.034523546,-0.212693046,-0.227418955,0.316916928,0.047583807,0.322129463,-0.514989365,0.330229938,0.334174396,-0.053256683,0.487252736,0.16938855,0.453636395,-0.105688393,1,0.187375234,0.424273998,0.521005795,0.426223837,-0.065292565,0.40530766,0.451499657,0.49207931,-0.537589315,-0.369818321,-0.216568024,0.049587065,0.322454683,-0.292723692
SNAIL1,-0.051598846,0.384824943,-0.112732779,-0.063821877,-0.107975624,0.188900207,0.134244964,0.046993347,-0.239072773,-0.13832751,0.031931443,0.151065253,-0.018234448,0.258425639,-0.043430324,-0.110850553,-0.236016979,0.110945755,0.243113154,-0.132384372,-0.01517415,-0.067264997,0.146116702,0.10466659,-0.035965857,-0.012233754,-0.008216458,0.134393827,-0.102250048,-0.183123276,0.067333999,-0.095431784,-0.216933167,-0.018740725,0.030984018,-0.006110266,-0.323480947,0.187375234,1,0.054294106,-0.071941321,0.010336464,-0.228083147,-0.202680472,0.198452891,-0.034321476,-0.164952524,-0.132504219,-0.18854185,-0.288509618,0.464907052,-0.197698479
TCF3,-0.281505084,-0.137072024,-0.412828418,0.029388856,-0.071145799,-0.252907811,0.223748639,0.598250813,-0.21394147,-0.074074311,0.158579295,0.161597835,0.031469258,0.823705863,-0.261416601,-0.193396391,-0.260063573,-0.236489861,-0.248463858,-0.409311089,-0.169469309,-0.266828217,0.811902987,-0.094781577,-0.429108758,-0.33762719,0.927254267,-0.408426726,0.791755281,-0.336255609,-0.368361542,0.996203292,0.55309221,0.961889969,0.386136177,0.94772841,-0.423625614,0.424273998,0.054294106,1,0.891909219,0.629929973,-0.028306477,0.479459095,0.467332764,0.984409983,0.088269594,-0.218823034,-0.170072542,-0.027585071,0.244729764,-0.199124204
TCF4,-0.200353625,-0.072668214,-0.346706841,0.143399192,-0.181236282,-0.22689393,0.1966601,0.512157436,-0.286458878,0.25427185,0.08811041,0.080618318,0.190624583,0.778498577,0.014615141,0.020385625,-0.093674355,-0.271224851,-0.266498526,-0.276135763,-0.036715886,-0.161723381,0.819711783,-0.132395457,-0.357506329,-0.399513161,0.910299928,-0.149974434,0.889465251,-0.2103704,-0.094881503,0.948306552,0.580038972,0.952866717,0.32370064,0.961054974,-0.093700792,0.521005795,-0.071941321,0.891909219,1,0.694208119,-0.078740887,0.628601258,0.552358782,0.955064923,-0.192574772,-0.163002581,-0.103148802,0.220115263,0.185110101,-0.119455016
TCF7,0.149642681,0.083888386,-0.112752841,0.018915471,-0.201811533,-0.209862078,-0.083452733,0.098963569,-0.24866948,0.425997004,-0.16082083,-0.097442421,0.298598865,0.646628873,0.428602635,0.028396058,0.220008854,-0.236740493,0.047902766,0.076627219,-0.037263984,0.074126273,0.451367143,-0.072590125,-0.064217166,-0.072888958,0.544068265,0.207106625,0.584822888,-0.097904161,0.238804363,0.788156563,0.437878971,0.639185977,-0.175842573,0.597535233,-0.136017931,0.426223837,0.010336464,0.629929973,0.694208119,1,-0.21101154,0.705175009,0.311285053,0.630721603,-0.259699197,-0.254978449,0.019252806,0.248459362,0.073064579,-0.049944817
 TLE1,-0.087112722,-0.150841082,-0.121434457,-0.006592646,-0.230975534,0.089762866,0.003774243,-0.101074008,-0.088615342,-0.229630919,-0.058797548,0.273135845,-0.167385754,-0.020278525,-0.180727787,0.068955233,-0.136684034,-0.220599873,0.00700392,0.002442484,-0.229794492,0.157896973,-0.086991794,-0.153862333,-0.274176667,-0.244425769,-0.006424742,-0.395100706,-0.099177453,-0.184024907,-0.325378277,0.248691683,-0.009167755,-0.049076555,0.028601079,-0.029933081,0.6383232,-0.065292565,-0.228083147,-0.028306477,-0.078740887,-0.21101154,1,-0.135044245,-0.288364754,-0.010974126,-0.23728375,-0.305033792,-0.424612743,-0.251260211,0.18415912,-0.334696014
TLE2,0.118281559,-0.02942876,-0.117544896,0.017715991,-0.199317991,-0.29119092,-0.07210628,0.085975031,-0.245869594,0.592779548,-0.031621781,-0.183563625,0.344366903,0.431385292,0.463170691,0.318624652,0.030971815,-0.343800885,-0.101568844,-0.136171968,-0.057606545,0.219334113,0.399023097,-0.195960672,-0.215982096,-0.22304289,0.416093152,0.021208915,0.528597323,0.018946068,0.219726638,0.498616579,0.336915759,0.597419092,-0.0986761,0.492513441,0.07082199,0.40530766,-0.202680472,0.479459095,0.628601258,0.705175009,-0.135044245,1,0.284233971,0.519304287,-0.161082485,-0.166677692,0.004738922,0.343192061,-0.083338051,-0.068141972
TLE3,-0.172645186,0.191765975,-0.233222094,0.092055052,-0.044312605,0.206902054,0.625797021,0.594976818,-0.121956252,0.263219992,0.188201202,0.186031495,0.131780403,0.229950724,0.044481246,-0.180886049,-0.019720964,-0.085469033,-0.204874722,-0.302034714,0.198854431,-0.330737726,0.620335346,-0.037120194,-0.307742133,-0.374332433,0.31915887,-0.032584659,0.328618253,-0.158183917,-0.008726645,0.398846619,0.251395665,0.518360895,0.565859173,0.523353548,-0.478002883,0.451499657,0.198452891,0.467332764,0.552358782,0.311285053,-0.288364754,0.284233971,1,0.480056216,-0.058027037,0.081739959,-0.008023048,0.195183735,0.089626077,0.009480993
TLE4,-0.296460368,-0.125949551,-0.404267809,0.075987092,-0.127466314,-0.277884015,0.223300159,0.580720685,-0.325625382,0.079822458,0.100321231,0.188277695,0.084792723,0.804541932,-0.163124502,-0.09912884,-0.193955711,-0.196545329,-0.283514913,-0.358242273,-0.096515656,-0.259242719,0.86718762,-0.051727167,-0.429390822,-0.459717277,0.968599965,-0.315986375,0.88448557,-0.320276096,-0.241329225,0.973921963,0.515288615,0.97536174,0.389879266,0.991236712,-0.254780065,0.49207931,-0.034321476,0.984409983,0.955064923,0.630721603,-0.010974126,0.519304287,0.480056216,1,-0.198429363,-0.156751926,-0.126580837,0.060232543,0.220044809,-0.160390107
CCND1,-0.138691145,-0.332373997,0.066430492,-0.327677555,0.515490103,0.300581428,-0.123826319,0.186016395,0.401745839,-0.346498501,0.319900734,-0.156077854,-0.351681004,-0.294186028,-0.293212037,-0.361751383,-0.001395122,0.096361847,-0.258074308,-0.110891805,0.086276289,-0.333897244,-0.121951054,-0.0370079,-0.107540267,0.16840904,-0.098351108,-0.260682917,-0.190145092,0.16798064,-0.360367518,-0.173805253,0.219591417,-0.200612201,0.035424032,-0.132035029,-0.183036378,-0.537589315,-0.164952524,0.088269594,-0.192574772,-0.259699197,-0.23728375,-0.161082485,-0.058027037,-0.198429363,1,0.269686235,0.145893402,-0.219216132,-0.460889188,0.256909004
CCNB1,-0.463237474,-0.239190488,0.338603274,0.07660945,0.719861317,0.225055554,0.024143586,0.324701579,0.20924136,-0.09025127,0.254780196,-0.101167416,-0.449404111,-0.35926976,-0.091275426,-0.064170858,0.216527892,0.362179341,-0.349524102,0.052078099,0.572729177,-0.599247119,0.014443392,0.144699386,0.150561532,0.05032644,-0.121518289,-0.064560784,-0.105175891,0.573351378,-0.262308755,-0.201929392,-0.031153898,-0.163087659,0.293568186,-0.117649227,-0.269819558,-0.369818321,-0.132504219,-0.218823034,-0.163002581,-0.254978449,-0.305033792,-0.166677692,0.081739959,-0.156751926,0.269686235,1,0.655969912,0.364791486,-0.507535287,0.742736563
CCNB2,-0.255795581,-0.016990853,0.650023661,0.090034944,0.522132491,-0.005297618,-0.139976781,-0.034036606,0.272288778,0.092999455,0.011114319,-0.021616267,-0.19160859,-0.126156314,0.167023475,0.20058132,0.378766948,0.251127289,-0.232836181,0.259555349,0.227927214,-0.284241795,-0.127610878,0.095967784,0.425333126,0.411411619,-0.083180358,0.152093353,-0.016462879,0.225102932,0.147377341,-0.16067295,-0.113560783,-0.115026762,-0.091726078,-0.084485856,-0.212619847,-0.216568024,-0.18854185,-0.170072542,-0.103148802,0.019252806,-0.424612743,0.004738922,-0.008023048,-0.126580837,0.145893402,0.655969912,1,0.643879889,-0.374589156,0.612182558
FOXM1,-0.084118233,-0.081943478,0.479222848,0.455682024,0.317913383,0.018507172,-0.087314479,-0.085240328,0.204782071,0.337410937,-0.129509621,-0.175235219,0.207909333,0.049541248,0.380659193,0.217480988,0.357017985,-0.194667487,-0.078534053,0.17999466,0.14175677,-0.00693879,-0.041577184,-0.168629019,0.326430405,0.250366119,0.05989754,0.134855995,0.201191144,0.119795191,0.202835733,0.155269173,-0.022453396,0.092617581,-0.117863314,0.113260377,0.022121192,0.049587065,-0.288509618,-0.027585071,0.220115263,0.248459362,-0.251260211,0.343192061,0.195183735,0.060232543,-0.219216132,0.364791486,0.643879889,1,-0.131158998,0.484418692
CXCR4,0.107197833,0.594377566,-0.137810137,-0.010965329,-0.432988642,-0.011769332,0.352350327,-0.017276819,-0.363796538,-0.063653201,0.004772084,0.184450377,0.337363077,0.512594336,-0.165069441,-0.112678935,-0.305150809,-0.220748647,0.371977752,-0.210119932,-0.329937906,0.222368267,0.280076777,-0.108712753,-0.094495587,-0.106544846,0.190446196,0.013417132,0.05247516,-0.35907511,-0.008758593,0.195022201,-0.231079827,0.190711857,0.05613023,0.224385536,0.200430708,0.322454683,0.464907052,0.244729764,0.185110101,0.073064579,0.18415912,-0.083338051,0.089626077,0.220044809,-0.460889188,-0.507535287,-0.374589156,-0.131158998,1,-0.41870758
CDC25C,-0.240152085,-0.119542231,0.53758927,0.218132936,0.810048535,0.376760725,-0.007426841,0.283344988,0.50704103,0.17287941,-0.110285897,-0.242202232,-0.254338978,-0.26873348,0.122180974,-0.013799498,0.512157331,0.385271181,-0.31634231,0.367672773,0.61124917,-0.320732674,-0.052242512,0.048219668,0.346573504,0.281182026,-0.110786803,0.083745871,-0.04429724,0.554542496,-0.012450588,-0.223542659,0.033126715,-0.143942235,-0.056086411,-0.138521331,-0.143885941,-0.292723692,-0.197698479,-0.199124204,-0.119455016,-0.049944817,-0.334696014,-0.068141972,0.009480993,-0.160390107,0.256909004,0.742736563,0.612182558,0.484418692,-0.41870758,1
